,Unnamed: 0,urls,captions,comments,likes,labels
99,99,https://scontent-sea1-1.cdninstagram.com/vp/71012f581e6c9c641f03b4095ca86f1d/5BEEEF21/t51.2885-15/e15/c202.0.675.675/s480x480/43718977_1117908785050460_6356103288589907373_n.jpg,"Wild_Life with @bertiegregory // After six days of being thrown around the cabin of our 50ft sailboat in the waves of the South Atlantic Ocean, we finally spotted land. Having spent the last few days with my head in a bucket, the sight of South Georgia Island’s massive cliff faces and stunning glaciers was as much a relief as it was spectacular! Partnered with epic scenery, this island is home to one of the highest concentrations of wildlife on the planet. Given this and its remoteness, you would be forgiven for thinking it has always been an untouched wilderness. Unfortunately this is not the case. We humans hunted the whales and seals to near extinction and introduced an army of egg eating rats that ran riot through the ground nesting bird colonies. Whilst South Georgia is a document of the worse of human nature, it is also a document of the best. Thanks to protection and hard work from a special group of people, the island’s wildlife has made a remarkable recovery. // Check out the new season of Wild_Life at natgeo.com/wildlife.",971,249281,
100,100,https://scontent-sea1-1.cdninstagram.com/vp/c65d9003d6b0655232216ff5271d06ce/5C6A85D0/t51.2885-15/e15/c180.0.720.720a/s480x480/43233720_2183850975202969_8290456826329787388_n.jpg?ig_cache_key=MTkwMzEwNzA4NjQ3NzIxNzY4Nw%3D%3D.2.c,"Photo by @stephenwilkes. | Gliding through the Coast mountains, this Bald Eagle is the epitome of beauty found in nature. To see more photos from my travels near and far, visit me @stephenwilkes. #DayToNight  #StephenWilkes  #CoastMountains  #BaldEagle  #Nature  #Midflight  #BellaCoola ",773,285694,"['bird', 'ecosystem', 'bird of prey', 'accipitriformes', 'sky', 'eagle', 'mountain', 'condor', 'wildlife', 'mountain range']"
101,101,https://scontent-sea1-1.cdninstagram.com/vp/e068e361f1d277d5e14f7c793e98f503/5BEF29AC/t51.2885-15/e15/s480x480/43512779_577000079415854_283012597453491504_n.jpg,"Video by @renaeffendiphoto | Flying over the hills of Medellin in a cable car, a positive urban transformation project alleviating transportation hardships for the local residents of these neighborhoods. The cable car brings people all the way up to the green hilltops where the air is pure and the sounds of the city die down. For more stories please follow @renaeffendiphoto #onassignment  #medellin  #colombia  #cities  #transformation  #positive ",2103,269081,
102,102,https://scontent-sea1-1.cdninstagram.com/vp/b069eeec798fdf8a791514a54dfda95a/5C76BA30/t51.2885-15/fr/e15/s1080x1080/43617695_2229760213937305_1524652927422293232_n.jpg?ig_cache_key=MTkwMjk1NjI4MTUyNzcyMzYzNg%3D%3D.2,"Photo by @pedromcbride (Pete McBride) | Silence is more memorable than the views. “The brush of bat wings in the morning over your head. The clatter of sheep hooves on the rock across the river. It sounds as if it’s close by, but it’s not,” says McBride. “And then you realize just how quickly that silence can be shattered."" From the latest @natgeo interview about my new book on the Grand Canyon. To read more or learn more, follow @pedromcbride #grandcanyon  #betweenriverandrim  #silence  #humility  #petemcbride ",948,487733,"['sky', 'badlands', 'wilderness', 'cloud', 'horizon', 'geological phenomenon', 'national park', 'atmosphere', 'rock', 'canyon']"
103,103,https://scontent-sea1-1.cdninstagram.com/vp/bb70317694f3566f69ab7c492836ed3a/5C868466/t51.2885-15/fr/e15/s1080x1080/43779011_2168638650076605_7455138253371370741_n.jpg?ig_cache_key=MTkwMjg4MTMzODg5NDkyMzI5Nw%3D%3D.2,"Photo by @TimLaman | Autumn sunrise, Walden Pond. Photographed from Thoreau Cove, the part of the pond closest to Henry David Thoreau’s famous cabin where he did a lot of his thoughtful writing about the importance of our connection to nature. Is it time re-read Thoreau? #Thoreau , #HenryDavidThoreau , #WaldenPond , #Concord , #Massachusetts , #autumn , #NewEngland .",949,459018,"['nature', 'autumn', 'leaf', 'tree', 'branch', 'sky', 'deciduous', 'sunlight', 'maple leaf', 'morning']"
104,104,https://scontent-sea1-1.cdninstagram.com/vp/5552be8244383d0dc72ba9a0fd5b6bf9/5C85CC81/t51.2885-15/fr/e15/p1080x1080/43778844_319022708887486_1064617896881512055_n.jpg?ig_cache_key=MTkwMjgwNDc1NzEzNTc3NDEwOQ%3D%3D.2,"Photo by @simonnorfolkstudio | Sasso Barisano, The City of Matera, Basilicata, Italy. Known as ""la Città Sotterranea"" (the Subterranean City), the city is centred on the ""Sassi di Matera"" (meaning ""The Stones of Matera""). The Sassi originate from a prehistoric troglodyte settlement, and are suspected to be some of the first human settlements in Italy, Indeed, Matera is the only place in the world where people can boast to be still living in the same houses of their ancestors of 9,000 years ago. Miserably poor throughout the centuries, and a burden on the national psyche, the Sassi were forcibly cleared in the 1950s, but in recent years have seen the return of tourists, boutique hotels and Hollywood film crews. Matera is European Capital of Culture for 2019. Follow @simonnorfolkstudio for updates, outtakes, unpublished and archive material. @simonnorfolkstudio @natgeo #photojournalism  #documentaryphotography  #simonnorfolk  #worldmonuments  #archaeology  #matera  #italy  #prehistoric  #unesco  #renovation  #restoration  #conservation  #caves  #cavedwellers  #history  #worldheritage  #heritage  #simonnorfolkstudio  #Sassi ",1165,453893,"['landmark', 'town', 'urban area', 'historic site', 'city', 'ancient history', 'history', 'neighbourhood', 'residential area', 'village']"
105,105,https://scontent-sea1-1.cdninstagram.com/vp/8a63e0501df099384ab006304c553676/5BEF07E8/t51.2885-15/fr/e15/s1080x1080/42914138_1323620057775126_4914324740090310564_n.jpg,"Project by Aaron Huey @argonautphoto | SOUND ON! This is a small sample clip of a 360 experience we built as part of my current cover story in @natgeo magazine (Nov). You are looking at a perfectly preserved Kiva, or underground ceremony room, in #BearsEarsNationalMonument , Utah, with storytelling by @marlon.magdalena from Jemez Pueblo. While this looks like a video, the world you move through is actually a virtual model that takes you into the various rooms of the 800-1000 year old Ancestral Pueblo site. This model (and many others) will be shared with Pueblo communities across the South West. We're especially hoping to share it with school children and elders who might not be capable of making the journey to their ancestral homelands. To learn more about how to experience the full interactive version of this and other sites follow @argonautphoto. My partner in this project was @devlin_gandy and we were able to make this experience thanks to funding from @InsideNatGeo, National Geographic magazine, and @NatGeoMuseum and the final 360 video with the help of @max.salomon! Special thanks to our field producer and cultural advisor Kevin Madalena (@jemezscientist_occamschainsaw), @protectbearsears, and @cedarmesafriends! (Important note from the BLM: While this includes a digital simulation of a fire, building fires within cultural resource sites on public lands is illegal and can damage the integrity of the site). #VisitWithRespect  #photogrammetry ",334,131881,
106,106,https://scontent-sea1-1.cdninstagram.com/vp/9b07d895773a1a3bdb6bed9b1fdd4543/5C7AC459/t51.2885-15/fr/e15/s1080x1080/44615403_170476960564645_8165892204869834271_n.jpg?ig_cache_key=MTkwMjU3ODMxODAzNzc5NTk3NA%3D%3D.2,"Photo by @amivitale | It is devastating to hear that China has decided to reverse its 25-year-old ban on the sale and use of rhinoceros and tiger products. The reversal allows for these products to be used in medical research or healing, uses long since proven to have no benefits to humans. This change will certainly lead to more pressure on already terribly vulnerable animal populations and place in greater danger the conservationists, rangers and communities who fight for the survival of these majestic creatures. Here, Sudan, the last living male Northern White Rhino left on this planet is comforted moments before he passed away March 19, 2018 in northern Kenya. Sudan was brought to Kenya from @safari_park_dvur_kralove in the #Czechrepublic  in 2009. He died surrounded by people who loved him at @olpejeta and has been an inspirational figure for many across the world. If there is any meaning in his death, its that Sudan can be our final wake up call. In a world of 7 billion, we need to start recognizing that we are not separate from nature. When we see ourselves as part of the landscape and part of nature, then saving nature is really about saving ourselves. Today, fewer 30,000 rhinos and 3,900 tigers remain in the wild. We are witnessing extinction on our watch and must help them by speaking out and supporting conservation efforts worldwide, especially among the indigenous communities who are on the front lines every day against poaching. Follow @olpejeta @safari_park_dvur_kralove @conservationorg @nature_africa and others to learn more and get involved. @kenyawildlifeservice @thephotosociety @natgeo @natgeoimagecollection #LastManStanding  #SudanForever  #WorthMoreAlive  #OlPejetaRhinos  #NorthernWhiteRhinos  #protectrhinos  #DontLetThemDisappear  #rhinos  #saverhinos  #stoppoaching  #kenya  #northernkenya  #africa  #everydayafrica  #photojournalism  #amivitale ",5394,427564,"['mammal', 'horn', 'fauna', 'wildlife', 'grass', 'snout', 'soil', 'elephant', 'tree', 'rhinoceros']"
107,107,https://scontent-sea1-1.cdninstagram.com/vp/85ab817f5acc5d47f5e6cc1205a0cca9/5C6B64D8/t51.2885-15/fr/e15/s1080x1080/44218423_1904998566221535_4753938137934207079_n.jpg?ig_cache_key=MTkwMjUwMzUwMDk5MTgwNzI4Mg%3D%3D.2,"Photo by @geosteinmetz | Majiek Gai Chan, 15, lies on the ground after being cut with the knife that will mark him as a man in #Nuer  society. This ancient custom was once common throughout #SouthSudan , but has become increasingly rare as youth choose to keep their tribal identity more private and become socially accepted in the modern world. The boys are cut in birth order, and were all eager to follow the tradition of their people. Shortly after the cutting, one proud father sacrificed a cow to celebrate the manhood of his first son, and shared the meat with the village. #anthropology  in the 21st Century. To see more follow @geosteinmetz",6042,384769,"['face', 'person', 'head', 'eye', 'girl', 'water', 'human', 'temple', 'mouth', 'organ']"
108,108,https://scontent-sea1-1.cdninstagram.com/vp/aa5dcb56ed7ea3f9d0a3df0c33cbb504/5C6C5000/t51.2885-15/fr/e15/s1080x1080/44274850_249735925723746_6819668876985988229_n.jpg?ig_cache_key=MTkwMjQyNzM1MjUxMzQ0MTg4NQ%3D%3D.2,"Photo by @enricsala | The planet is in a conservation crisis. We have killed 90 percent of the large fish in the ocean since 1900, and terrestrial vertebrates have declined by 60% since 1970. But there's still time to protect and restore the health of our natural world. Protected areas can bring wildlife back, and help give us oxygen, clean water, and mitigate climate change. That's why we're proud to work with the Wyss Campaign for Nature to help conserve 30% of our planet's waters and lands by 2030. Visit wysscampaign.org to learn more @insidenatgeo @natgeopristineseas",1217,431050,"['fish', 'marine biology', 'underwater', 'organism', 'water', 'marine mammal', 'computer wallpaper', 'turquoise', 'stock photography']"
109,109,https://scontent-sea1-1.cdninstagram.com/vp/f77e20c46be36f07bc2cf83d403257e2/5C70D9B7/t51.2885-15/fr/e15/s1080x1080/44545010_311774599654735_92061614486332557_n.jpg?ig_cache_key=MTkwMjM1MTgzMDEyNzI1OTYzOA%3D%3D.2,"Photo by @stephenwilkes | The moon hovers in perfect symmetry with the Coast Mountains in Bella Coola. To see more photos from my travels near and far, visit me @stephenwilkes. #DayToNight  #StephenWilkes  #BellaCoola  #Aerialphotography  #Moon  #Cloudscape  #Surreal ",583,296946,"['sky', 'mountainous landforms', 'mountain', 'mountain range', 'cloud', 'mount scenery', 'glacial landform', 'arctic', 'daytime', 'nunatak']"
110,110,https://scontent-sea1-1.cdninstagram.com/vp/83b5a83f3479192bc9f7e5c0a88359a6/5C788FB9/t51.2885-15/fr/e15/s1080x1080/44195535_495615844291058_2535046639162065255_n.jpg?ig_cache_key=MTkwMjI3ODU1MjIzMDYzOTI5Ng%3D%3D.2,"Photo by @dguttenfelder | Taijun Yajima, the Buddhist priest at Tokyo’s Koukokuji temple, prays while surrounded by more than 2,000 LED-lit Buddha statues placed before the ashes contained behind the walls of this techno-cemetery. Japan’s declining birth rates, limited space in cities, and very high prices for cemetery spots have changed the way that some now choose to be buried and remembered. On assignment in Tokyo for @natgeo.",319,135869,"['light', 'lighting', 'night', 'darkness', 'technology', 'midnight', 'world', 'computer wallpaper']"
