,date,author,quote,comment
1283,July 2014,qbrozen,No Quote,"""...while a 0-60 in the mid sixes and a 15 second quarter mile cannot be considered even remotely fast, it is adequate for this car's intended purpose..."""
1284,July 2014,qbrozen,No Quote,Thanks for the review. I concur with your impression of size. When I saw one up close it looked like a boat.
1285,July 2014,Michaell,No Quote,Mid sixes is not considered fast any more? Wow! That's about the best my Eclipse will do. Maybe that's why I crave some v8 muscle.
1286,July 2014,murphydog,No Quote,I am a poor craftsman.....I can't make or fix anything. The last thing I made was a wooden shelf in grade 8 shop class and it was crooked. Maybe I fit the demographic for sticking to the regular Mach 3.
1287,July 2014,Michaell,"@murphydog said:
Morning all - 2 questions for the team as a prelude to a potential sales story.
1 is the real world trade in values thread still alive?",>
1288,July 2014,stickguy,No Quote,"Good review RB. If I was like Jay Leno and could afford a huge garage full of cars I would want a Challenger for sure. But, that ain't going to happen."
1289,July 2014,qbrozen,No Quote,"When the Challenger first was introduced I loved the design and thought they did a great job capturing the spirit of the original. Then I saw one in the flesh and realized it was massive. The car is just way too big (the Camaro also suffers from this problem). I saw one a few years ago parked next to the original car at a show and the new one is just ridiculously oversized - it is especially apparent in the rear view. I still look when I see one on the road but realize that it really is a 2-door Charger. Like most Chrysler products now, it almost always comes with a black interior only too, which is another turn-off. Too bad."
1290,July 2014,graphicguy,"@qbrozen said:
I think y'all know I love my Volvos.
On the bed issue, we bought a Tempurpedic I think around 7-8 yrs ago. Fortunately, my chiropractor made himself a dealer and was passing them through to his customers at cost, so I only paid about $1100 for the California King. So pretty near the cost of a high-end spring mattress. I have no doubt this will last a very long time. While I wouldn't consider it the most comfortable bed in the world, it has helped my back issues immensely.
Not too long ago, I got one of those Amazon ones for my son. I think it was $200 or so for the thicker model (Twin). I really like that one. It is softer than our Tempurpedic. Not sure if it will have the longevity of ours, but, for the money, I'd say its a good compromise.","How do they and the Mustang compare in physical size and weight? Should be about the
same, aren't they? Just the contours can make a car look bigger or smaller to the eye."
1291,July 2014,oldfarmer50,"@qbrozen said:
Oh, no, the Challenger is a pig. About 300 lb more and 10 inches longer than the Stang.","Worse than that. The 2014 Mustang GT is listed at 3575 and the Challenger Rt (V8) is 4082, a whopping 507 pounds."
1292,July 2014,murphydog,"@qbrozen said:
that price is pretty nuts. As a trade, you'd be lucky to be offered $29k for it. Let's say it hits their lot at $31k to be generous. Add $2500 CPO and $2k profit and let's say $2k negotiating room and they are still $2500 over a reasonable asking price.",That has to effect every area of performance.
1293,July 2014,snakeweasel,No Quote,"As to length: Challenger 198"" Mustang 188.5""-----my Eclipse is 179""."
1294,July 2014,snakeweasel,No Quote,"Agreed - while I like the car that is not the price I am willing to pay. We shall see, we may just hold off all together."
1295,July 2014,snakeweasel,No Quote,"We were in the market for a new mattress a couple of years ago when we spotted a memory foam
mattress ""topper"" at Costco. I think it was around 200.00."
1296,July 2014,isellhondas,No Quote,Instantly we had a Termpurpedic! Wonderful results!
1297,July 2014,robr2,No Quote,You just have to make sure your bottom sheet fits.
1298,July 2014,robr2,No Quote,"The NX in the US will have a slightly different nose. I read that by making it more pointed so it has a better approach angle, the NX qualifies as a truck for CAFE standards."
1299,July 2014,bwia,"@murphydog said:
2 thoughts on this car? http://www.bmwseattle.com/certified/BMW/2011-BMW-X3+xDrive35i-near-seattle-wa-0a04bc0d0a0a006462a812f93329ac00.htm
Was looking for a 2012 around 20,000 miles and found this one instead",http://www.topgear.com.ph/features/feature-articles/what-s-the-real-story-behind-the-lexus-nx-s-different-us-face/?rel=related-int
1300,July 2014,driver100,@murphydog said:2 thoughts on this car? http://www.bmwseattle.com/certified/BMW/2011-BMW-X3+xDrive35i-near-seattle-wa-0a04bc0d0a0a006462a812f93329ac00.htm,
1301,July 2014,Kirstie_H,"@isellhondas said:
We were in the market for a new mattress a couple of years ago when we spotted a memory foam
mattress ""topper"" at Costco. I think it was around 200.00.
Instantly we had a Termpurpedic! Wonderful results!
You just have to make sure your bottom sheet fits.","The NX in the US will have a slightly different nose. I read that by making it more pointed so it has a better approach angle, the NX qualifies as a truck for CAFE standards."
1302,July 2014,imidazol97,"@driver100 said:
My big problem was it is just so wide, so it isn't as nimbile around the corners or in tight spots. Kind of like comparing an old spongy handling Buick compared to a nimble tight on the corners bmw.",http://www.topgear.com.ph/features/feature-articles/what-s-the-real-story-behind-the-lexus-nx-s-different-us-face/?rel=related-int
1303,July 2014,isellhondas,No Quote,
1304,July 2014,imidazol97,"@isellhondas said:
I just had the front struts replaced on our 2003 CRV with 78,000 miles.
The old struts must have been going weaker with time because WOW does the car ever ride better and it tracks like an arrow now!","Very well detailed from the photos, but in profile it looks more like a station wagon than an SUV. As to the price, it looks like a printing error. The car seems overpriced by $10K."
